,content,sentiment,Proc_Tweet
6314,keep dreaming feku modi will loose for sure,1.0,keep dream feu mode loose sure
6315,this pilot project know the meaning this word today too talking about gareebi hatao line taken indira many years ago all likelyhood ् quality ा ा िा ाँ े ै  ,1.0,pilot project know mean word today talk gareebi hata line take india many year ago likelihood quality
6316,dear kid ask mom give cup horlicks more you’ too weak anyways forget about that the govt which you’ defending has spent 11k for providing broadband connectivity 5010 village panchayats means 22cr per connectionscam scam scam ,1.0,dear kid ask mon give cup horlicks weak anyway forget get defend spent ask provide broadband conductivity 5010 village panchayat mean 22cr per connectionscam scar scar
6317,dear modi doing the best make people learn earn how catch fish rather than rahul gandhi other congress leaders want feed fish people for day two before elections this has change ,1.0,dear mode best make people learn earn catch fish rather paul gandhi congress leader want fee fish people day two election change
6318,don’ want congress central government don’ want moronic person who loves play games mobile our want our modi who gives maximum time his day for our country india ,0.0,want congress central government want chronic person love play game mobile want mode give maximum time day country india
6319,man how uneasy you lutyens are feeling that actors supporting modis call for just voting irking you imagine comes power once again cannot believe that this the level hatredness you people have for modi fyi criticism different than hate,-1.0,man uneasy luther feel actor support mode call vote irving imagine come power believe level hardness people mode foi criticism different hate
6320,etihad might not interested that then well have two loss making national airlines unique achievement modi sarkar meanwhile must already considering changing its name,1.0,etihad might interest well two loss make national airline unique achievement mode makar meanwhile must already consider change name
6321,will much fun see modi bhakts having meltdown the counting day cant wait ,1.0,much fun see mode shaft meltdown count day wait
6322,its not modi its this handle that worries much fake news and promotions that tired rechecking now whatever the post ask myself,-1.0,mode handle worry much face news promotion tire check whatever post ask
6323,this work has already been done modi further development not required rahul thinks,0.0,work already do mode development require paul think
6324,today all modians are asking how possible where they were sleeping when mrmodi promised bringing the black money back not single penny was brought back and for years frauds looted public money fled abroad ,-1.0,today indians ask possible sleep mrmodi promise bring black money back single penny bring back year frauds loot public money flee abroad
6325,hegde about narendra modi courtesy whatsapp ,0.0,hedge narendra mode courtesy whatsapp
6326,this what general public thinks about our prime minister shri narendra damodar das modi ,1.0,general public think prime minister narendra samovar da mode
6327,"and mind you modi announced many more budget then quota polarisation over citizenship amnmnt esp among bengalis and then air strikes accept not wave building modis favor
abovementioned just for the sake discussion fact based discussion",1.0,mind mode announce many budget quota polarisation citizenship amount esp among bengal air strike keep wave building mode favorabovementioned sake discussion fact base discussion
6328,bhakts did not ask modi stop giving lacs crores his crony fathers and are telling rahul gandhi that not feasible feasible lot more money than the budget this scheme will saved when modi wont robbing ,1.0,shaft ask mode stop give law cross crony father tell paul gandhi feasible feasible lot money budget scheme save mode wont rob
